soc_code,occ_title,emp_2024,emp_2034,pct_chg_2024_2034,openings_2024_2034,median_wage_2024,education_2024,emp_2021,emp_2031,pct_chg_2021_2031,openings_2021_2031,bls_merge,revision_pp,aioe_felten,gpts_dv_rating_alpha,gpts_dv_rating_beta,gpts_dv_rating_gamma,gpts_human_rating_alpha,gpts_human_rating_beta,gpts_human_rating_gamma,aei_observed_exposure,n_onet_tasks,mean_task_importance,aei_claude_usage_share,gpts_task_alpha_mean,gpts_task_beta_mean,gpts_task_gamma_mean,kmeans_cluster,kmeans_silhouette,gmm_cluster,gmm_max_prob,gmm_prob_0,gmm_prob_1,gmm_prob_2,gmm_prob_3,gmm_prob_4,gmm_prob_5,gmm_prob_6,ward_cluster,dbscan_cluster,dbscan_noise,pca1,pca2,feat_ai_exposure,feat_llm_exposure,feat_log_claude_usage,feat_aioe_felten,feat_growth_pre,feat_log_employment,feat_log_wage,feat_n_onet_tasks,feat_mean_task_importance
11-3021,Computer and information systems managers,667.1,768.7,15.2,55.6,171200.0,Bachelor's degree,509.1,591.5,16.2,48.5,both_vintages,-1.0,1.059853,0.1212121212121212,0.5303030303030303,0.9393939393939394,0.303030303030303,0.5606060606060607,0.8181818181818182,0.1559,17.0,3.84,0.0785714579165105,0.1176470588235294,0.5294117647058824,0.9411764705882352,0,0.23546545003875638,1,0.9813082368054217,0.017500694009852505,0.9813082368054217,0.0,0.00042156803968721016,0.0007695011450382223,5.026145800727199e-53,0.0,2,-1,True,2.538192909577398,0.1113130539457085,0.1559,0.5606060606060607,0.07563744141298039,1.059853,16.2,6.3826616834184415,12.050587742689778,17.0,3.84
11-3031,Financial managers,868.6,997.4,14.8,74.6,161700.0,Bachelor's degree,730.8,854.0,16.8,71.3,both_vintages,-2.0,1.446232,0.0,0.4850552306692657,0.9701104613385316,0.1221201151025712,0.4541306971131532,0.7861412791237351,0.3907,59.0,4.030677966101695,0.295284890862703,0.0,0.4830508474576271,0.9661016949152542,0,0.2451909907028961,3,0.9999545957681247,9.569738770548583e-40,4.540423185164491e-05,0.0,0.9999545957681247,2.4822382054592007e-14,0.0,0.0,2,-1,True,3.869393754343092,1.3160704042416829,0.3907,0.4541306971131532,0.2587306639007739,1.446232,16.8,6.74993119378857,11.993498045565198,59.0,4.030677966101695
11-3051,Industrial production managers,241.9,246.5,1.9,17.1,121440.0,Bachelor's degree,203.8,210.9,3.5,15.4,both_vintages,-1.6,0.5086878,0.0707451026436875,0.4057187015028995,0.7406923003621116,0.1307070026409648,0.3296039063138119,0.5285008099866589,0.0132,116.0,3.909259259259259,0.0200280186846005,0.0689655172413793,0.4094827586206896,0.75,0,0.05159564899580235,3,0.9998818145621146,0.00011818543788523565,5.893836492760223e-39,0.0,0.9998818145621146,1.2382460918261929e-86,2.0150565974083695e-40,0.0,2,-1,True,1.8210010769021359,2.297993937534281,0.0132,0.3296039063138119,0.01983009621753338,0.5086878,3.5,5.351384087484729,11.707175592629456,116.0,3.909259259259259
11-3061,Purchasing managers,83.5,86.1,3.1,6.4,139510.0,Bachelor's degree,72.8,75.6,3.8,6.3,both_vintages,-0.6999999999999997,1.423426,0.2285714285714285,0.5857142857142857,0.9428571428571428,0.1142857142857142,0.4714285714285714,0.8285714285714285,0.2004,18.0,4.051666666666667,0.0308123364378472,0.2222222222222222,0.5833333333333334,0.9444444444444444,0,0.22920792828782016,1,0.9981704947409249,0.00011909170450722117,0.9981704947409249,0.0,9.085869221411935e-05,0.0016195548623535944,5.583819630673556e-36,0.0,2,0,False,1.8837874186093497,-1.189060392313067,0.2004,0.4714285714285714,0.0303471675531816,1.423426,3.8,4.3254562831854875,11.845891562262153,18.0,4.051666666666667
11-3071,"Transportation, storage, and distribution managers",216.7,229.8,6.1,18.5,102010.0,High school diploma or equivalent,150.7,163.4,8.4,14.2,both_vintages,-2.3000000000000007,0.8907923,0.0178571428571428,0.486525974025974,0.9551948051948052,0.1620129870129869,0.4729707792207792,0.7839285714285713,0.0956,60.0,3.760892857142857,0.0516620174274569,0.0166666666666666,0.4833333333333333,0.95,0,0.190152212222716,0,0.8511264507118826,0.8511264507118826,8.42142962587739e-07,0.0,0.14887270714515394,1.3617860714082002e-15,1.3379779761957775e-21,0.0,2,-1,True,2.03444810574809,0.9311987530478424,0.0956,0.4729707792207792,0.05037178648561841,0.8907923,8.4,5.096201182425903,11.532826126676564,60.0,3.760892857142857
11-3111,Compensation and benefits managers,20.9,20.9,0.2,1.5,140360.0,Bachelor's degree,15.7,15.9,1.5,1.2,both_vintages,-1.3,1.298235,0.131578947368421,0.513157894736842,0.894736842105263,0.1842105263157894,0.4605263157894737,0.7368421052631579,0.0,22.0,3.875,0.0228011289640069,0.0909090909090909,0.4772727272727273,0.8636363636363636,0,0.1383727355475642,2,0.9994238755939531,0.0003679448022331287,0.00019885375138694103,0.9994238755939531,9.361319872494506e-09,9.316225565226338e-06,2.6554170241008136e-10,0.0,2,0,False,1.2039500285085218,-1.66056596368124,0.0,0.4605263157894737,0.022545068231710912,1.298235,1.5,2.766319109226186,11.851965829697152,22.0,3.875
11-3121,Human resources managers,221.9,233.0,5.0,17.9,140030.0,Bachelor's degree,174.2,186.9,7.3,16.3,both_vintages,-2.3,1.320417,0.04,0.48,0.92,0.14,0.45,0.76,0.0,26.0,3.7569230769230777,0.0163305383120588,0.0384615384615384,0.4807692307692308,0.9230769230769232,0,0.18339560688402198,2,0.9994839484743561,0.00019283562564509645,0.00031659116187957443,0.9994839484743561,1.8636875082270345e-06,4.730282760610941e-06,3.0767850181863856e-08,0.0,2,0,False,1.6279178323248638,-0.26068657939097567,0.0,0.45,0.01619862923129977,1.320417,7.3,5.230573714461517,11.849611964349823,26.0,3.7569230769230777
11-3131,Training and development managers,46.4,49.2,5.8,3.8,127090.0,Bachelor's degree,38.1,40.9,7.5,3.7,both_vintages,-1.7000000000000002,1.284423,0.0909090909090909,0.5,0.9090909090909092,0.0454545454545454,0.4772727272727273,0.9090909090909092,0.3777,12.0,3.9616666666666664,0.0357423102679029,0.0833333333333333,0.5,0.9166666666666666,0,0.24576263464030115,1,0.9389586042954498,1.1218477162371689e-20,0.9389586042954498,0.0,0.00029688237441102307,0.06074451333013941,1.240743220030596e-125,0.0,2,-1,True,2.335665294223419,-1.3027970781964224,0.3777,0.4772727272727273,0.03511837763490325,1.284423,7.5,3.711130063048756,11.752650775876116,12.0,3.9616666666666664
11-9013,"Farmers, ranchers, and other agricultural managers",836.1,825.0,-1.3,85.5,87980.0,High school diploma or equivalent,847.6,824.0,-2.8,85.6,both_vintages,1.4999999999999998,-0.1443684,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,0.0,30.0,3.859,0.0076003763213355,0.0333333333333333,0.3833333333333333,0.7333333333333333,1,0.1586631015259168,2,0.9995008091952846,9.909184859889704e-07,2.3408467265524627e-05,0.9995008091952846,3.2575459315013493e-10,2.183070490200696e-08,0.00047476926250433,2.7547901438083517e-267,2,0,False,0.047767075792018776,0.9350177456061725,0.0,0.2448979591836734,0.007571638979114051,-0.1443684,-2.8,6.714170529909472,11.384864794902711,30.0,3.859
11-9021,Construction managers,550.3,598.4,8.7,46.8,106980.0,Bachelor's degree,478.5,514.9,7.6,41.5,both_vintages,1.0999999999999996,1.029139,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,0.1186,25.0,3.8592,0.029990674132838,0.04,0.44,0.84,0,0.1775150804275359,1,0.8657411637807483,0.11843330688232863,0.8657411637807483,0.0,0.004791160748696472,0.011034368588123221,1.0387824291270956e-13,0.0,2,0,False,1.5650771320599606,0.39515359359188046,0.1186,0.4,0.029549747960591417,1.029139,7.6,6.243972707052095,11.58039718008524,25.0,3.8592
11-9031,"Education and childcare administrators, preschool and daycare",90.2,87.9,-2.5,5.5,56270.0,Bachelor's degree,74.6,80.8,8.3,6.4,both_vintages,-10.8,0.838007,0.0625,0.46875,0.875,0.28125,0.515625,0.75,0.0395,17.0,3.928235294117647,0.073641484086455,0.0588235294117647,0.4705882352941176,0.8823529411764706,0,0.064827249763225,0,0.820502534998963,0.820502534998963,0.0605591758159772,0.0,7.945545611802216e-07,0.11893749463049873,4.1629608618204305e-21,0.0,2,0,False,0.8216331545808108,-0.16239246141165278,0.0395,0.515625,0.07105612665871507,0.838007,8.3,4.39197696552705,10.937916812427325,17.0,3.928235294117647
11-9032,"Education administrators, kindergarten through secondary",333.3,328.1,-1.5,20.8,104070.0,Master's degree,292.2,306.5,4.9,23.5,both_vintages,-6.4,1.048811,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,0.0525,32.0,3.8796875,0.3798134004905319,0.03125,0.421875,0.8125,0,0.22704438020989176,1,0.544477879585796,8.461522397870247e-16,0.544477879585796,0.0,0.06505820678657642,0.39046391362762733,0.0,0.0,2,0,False,1.9869333815036212,0.31002234568709147,0.0525,0.4545454545454545,0.32194827299061934,1.048811,4.9,5.725217755376266,11.552819028631905,32.0,3.8796875
11-9033,"Education administrators, postsecondary",226.6,230.5,1.7,15.1,103960.0,Master's degree,210.1,225.6,7.4,17.6,both_vintages,-5.7,1.461149,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,0.0644,27.0,3.697407407407407,0.0337908622935057,0.037037037037037,0.4629629629629629,0.8888888888888888,0,0.23737804904101836,0,0.8399258535996957,0.8399258535996957,0.1513863605918206,0.0,0.0020705652578312016,0.006617215121242246,5.42941010703148e-09,0.0,2,0,False,1.866792145507599,0.03644031701237188,0.0644,0.475609756097561,0.03323249479075332,1.461149,7.4,5.418763519623904,11.551761488755426,27.0,3.697407407407407
11-9041,Architectural and engineering managers,212.5,220.5,3.8,14.5,167740.0,Bachelor's degree,191.1,195.5,2.3,14.0,both_vintages,1.5,0.8370105,0.0517241379310344,0.4426108374384236,0.8334975369458129,0.0571428571428571,0.3307881773399014,0.6044334975369459,0.0306,37.0,3.4448648648648645,0.0878151588478648,0.081081081081081,0.4594594594594595,0.8378378378378378,0,0.15379086176242612,1,0.9917733757190104,0.008147723557083464,0.9917733757190104,0.0,6.449059445771785e-05,1.4410129448675897e-05,1.5024445656911213e-53,0.0,2,0,False,1.8073405814451182,0.18375697673123106,0.0306,0.3307881773399014,0.08417124323585003,0.8370105,2.3,5.27556037942542,12.030170440538402,37.0,3.4448648648648645
11-9051,Food service managers,352.8,375.3,6.4,42.0,65310.0,High school diploma or equivalent,329.1,361.4,9.8,45.0,both_vintages,-3.4000000000000004,-0.1213112,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,0.0,28.0,4.173928571428571,0.0099626554482372,0.0714285714285714,0.4285714285714285,0.7857142857142857,1,0.20913956790297045,2,0.9999903295756792,2.0812104160677188e-06,9.956249010231664e-07,0.9999903295756792,4.042389764000682e-12,4.2573051328489656e-07,6.167854448294625e-06,0.0,2,0,False,0.009053728326681113,0.886032166163049,0.0,0.3958333333333333,0.009913355365857633,-0.1213112,9.8,5.889985378158128,11.086900442896702,28.0,4.173928571428571
11-9071,Gambling managers,5.1,5.2,1.2,0.6,85580.0,High school diploma or equivalent,4.1,4.7,13.0,0.5,both_vintages,-11.8,0.8299207,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,0.0,19.0,4.254736842105263,0.0025676947031539,0.3157894736842105,0.5526315789473685,0.7894736842105263,0,-0.06111363385034226,2,0.9999903784699996,2.5259332829299783e-06,9.291864369280468e-10,0.9999903784699996,3.944925342849168e-15,7.094649034276169e-06,1.849287557276858e-11,7.777937751961415e-41,2,0,False,0.33197644561603357,-1.5997719860665616,0.0,0.4852941176470588,0.002564403807249841,0.8299207,13.0,1.547562508716013,11.357206889970808,19.0,4.254736842105263
11-9072,"Entertainment and recreation managers, except gambling",43.2,46.5,7.7,5.5,77180.0,Bachelor's degree,21.6,25.2,16.5,3.0,both_vintages,-8.8,,0.1764705882352941,0.3529411764705882,0.5294117647058824,0.2352941176470588,0.3823529411764705,0.5294117647058824,,17.0,3.998235294117647,0.0016433246100185,0.1764705882352941,0.3529411764705882,0.5294117647058824,1,0.19419869239738458,2,0.999988927562643,1.0304304921267868e-05,2.002555458477114e-07,0.999988927562643,3.4529944683930606e-13,5.606123700488267e-07,7.26417427355792e-09,7.159241636215894e-19,2,0,False,-0.039599363122989235,-0.24321881723815506,0.0,0.3823529411764705,0.0016419758295854279,-0.1260282,16.5,3.2268439945173775,11.25389563509161,17.0,3.998235294117647
