soc_code,occ_title,emp_2024,emp_2034,pct_chg_2024_2034,openings_2024_2034,median_wage_2024,education_2024,emp_2021,emp_2031,pct_chg_2021_2031,openings_2021_2031,bls_merge,revision_pp,aioe_felten,gpts_dv_rating_alpha,gpts_dv_rating_beta,gpts_dv_rating_gamma,gpts_human_rating_alpha,gpts_human_rating_beta,gpts_human_rating_gamma,aei_observed_exposure,n_onet_tasks,mean_task_importance,aei_claude_usage_share,gpts_task_alpha_mean,gpts_task_beta_mean,gpts_task_gamma_mean,kmeans_cluster,kmeans_silhouette,gmm_cluster,gmm_max_prob,gmm_prob_0,gmm_prob_1,gmm_prob_2,gmm_prob_3,gmm_prob_4,gmm_prob_5,gmm_prob_6,ward_cluster,dbscan_cluster,dbscan_noise,pca1,pca2,feat_ai_exposure,feat_llm_exposure,feat_log_claude_usage,feat_aioe_felten,feat_growth_pre,feat_log_employment,feat_log_wage,feat_n_onet_tasks,feat_mean_task_importance
25-1043,"Forestry and conservation science teachers, postsecondary",1.6,1.7,4.0,0.1,100830.0,Doctoral or professional degree,1.5,1.6,8.3,0.1,both_vintages,-4.300000000000001,1.260278,0.1956521739130434,0.4782608695652174,0.7608695652173912,0.217391304347826,0.4239130434782608,0.6304347826086957,0.0206,25.0,3.8208,0.7697948720055537,0.2,0.48,0.76,0,0.151566345857385,4,0.9999999991777191,6.634507237272666e-70,8.220573921859237e-10,0.0,2.2365797296328183e-13,0.9999999991777191,0.0,0.0,2,1,False,1.8943378709792384,-1.8004679163942046,0.0206,0.4239130434782608,0.5708636483475104,1.260278,8.3,0.47000362924573563,11.521191209387261,25.0,3.8208
25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",14.0,14.4,2.6,1.0,101390.0,Doctoral or professional degree,12.7,13.7,7.2,1.2,both_vintages,-4.6,1.306156,0.175,0.475,0.775,0.15,0.4,0.65,0.0396,26.0,3.5276923076923077,0.7855091635888557,0.1923076923076923,0.4807692307692308,0.7692307692307693,0,0.22108981550688653,4,0.9999999163728875,4.1950412362655746e-72,1.1555965820489906e-09,0.0,8.247151497310558e-08,0.9999999163728875,0.0,0.0,2,1,False,2.389579791274443,-0.7457763236398323,0.0396,0.4,0.5797036202648225,1.306156,7.2,2.617395832834079,11.526729745946625,26.0,3.5276923076923077
25-1052,"Chemistry teachers, postsecondary",25.4,26.0,2.2,1.9,86220.0,Doctoral or professional degree,25.8,27.8,7.7,2.4,both_vintages,-5.5,1.333947,0.1764705882352941,0.4313725490196078,0.6862745098039216,0.2352941176470588,0.4019607843137255,0.5686274509803921,0.2185,28.0,3.812857142857143,0.5883102103866324,0.1785714285714285,0.4285714285714285,0.6785714285714286,0,0.2845216419774728,4,0.9999118163633168,6.5167828054953314e-55,8.690927315711844e-05,0.0,1.2743635258479689e-06,0.9999118163633168,0.0,0.0,2,1,False,2.4786826868266583,-0.4958424113604467,0.2185,0.4019607843137255,0.4626706903383615,1.333947,7.7,3.3250360206965914,11.364657448301125,28.0,3.812857142857143
25-1053,"Environmental science teachers, postsecondary",9.0,9.3,2.9,0.7,87710.0,Doctoral or professional degree,7.1,7.6,7.7,0.7,both_vintages,-4.800000000000001,1.347519,0.2608695652173913,0.5217391304347826,0.7826086956521738,0.1956521739130434,0.4239130434782608,0.6521739130434783,0.0232,25.0,3.696,0.6147061119350549,0.24,0.5,0.76,0,0.2007327292104033,4,0.9999985918043229,8.069562525946552e-47,1.4018683420429272e-06,0.0,6.327335673477388e-09,0.9999985918043229,0.0,0.0,2,1,False,1.9253100250741162,-1.0603587068775204,0.0232,0.4239130434782608,0.47915296608131464,1.347519,7.7,2.028148247292285,11.381791196945427,25.0,3.696
25-1054,"Physics teachers, postsecondary",17.1,17.5,2.5,1.3,97360.0,Doctoral or professional degree,16.0,17.3,7.9,1.5,both_vintages,-5.4,1.044191,0.1162790697674418,0.4186046511627906,0.7209302325581395,0.1627906976744186,0.3720930232558139,0.5813953488372093,0.0,24.0,3.69625,0.7755465081406185,0.125,0.4166666666666667,0.7083333333333334,0,0.17639185430306537,4,0.9999999453024216,9.97383676227933e-68,4.464434401327375e-10,0.0,5.4251134576893484e-08,0.9999999453024216,0.0,0.0,2,1,False,1.8880011190440253,-0.6557204781229242,0.0,0.3720930232558139,0.5741082674485994,1.044191,7.9,2.8507065015037334,11.486170727661408,24.0,3.69625
25-1061,"Anthropology and archeology teachers, postsecondary",6.5,6.7,2.7,0.5,95770.0,Doctoral or professional degree,6.4,6.9,8.3,0.6,both_vintages,-5.6000000000000005,1.321694,0.2857142857142857,0.520408163265306,0.7551020408163265,0.183673469387755,0.4081632653061224,0.6326530612244897,0.0236,27.0,3.840740740740741,0.7389825355677062,0.2692307692307692,0.5,0.7307692307692307,0,0.1874667204534184,4,0.9999999936340593,7.46582684531294e-64,5.709307005057052e-09,0.0,6.566340127936283e-10,0.9999999936340593,0.0,0.0,2,1,False,1.962249505947957,-1.1357028752695888,0.0236,0.4081632653061224,0.5533001925199377,1.321694,8.3,1.9315214116032138,11.469704762515665,27.0,3.840740740740741
25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",14.5,14.8,2.4,1.1,84290.0,Doctoral or professional degree,11.7,12.7,8.5,1.1,both_vintages,-6.1,1.308699,0.2222222222222222,0.5,0.7777777777777778,0.2444444444444444,0.4444444444444445,0.6444444444444445,0.0,23.0,3.810434782608695,0.826489571051193,0.217391304347826,0.5,0.782608695652174,0,0.19252966300560972,4,0.9999999698823641,9.717167724467384e-73,1.730940809635894e-11,0.0,3.010032679095906e-08,0.9999999698823641,0.0,0.0,2,1,False,2.0036270335116373,-0.8830182803078103,0.0,0.4444444444444445,0.6023958574373881,1.308699,8.5,2.5416019934645457,11.342018512991528,23.0,3.810434782608695
25-1063,"Economics teachers, postsecondary",15.8,16.1,2.1,1.2,119980.0,Doctoral or professional degree,15.3,16.6,8.4,1.5,both_vintages,-6.300000000000001,1.319012,0.1463414634146341,0.475609756097561,0.8048780487804879,0.2195121951219512,0.4390243902439024,0.6585365853658537,0.0,22.0,3.6731818181818183,0.8502150701083355,0.1363636363636363,0.4545454545454545,0.7727272727272727,0,0.21702663419268362,4,0.9999994719492671,1.9167177741092187e-78,3.2477808672986922e-12,0.0,5.280474845822344e-07,0.9999994719492671,0.0,0.0,2,1,False,2.397167051291113,-0.960450202063433,0.0,0.4390243902439024,0.6153018864458616,1.319012,8.4,2.8094026953624978,11.695080341207085,22.0,3.6731818181818183
25-1064,"Geography teachers, postsecondary",4.0,4.2,3.3,0.3,86730.0,Doctoral or professional degree,4.3,4.7,7.6,0.4,both_vintages,-4.3,1.318899,0.1818181818181818,0.4772727272727273,0.7727272727272727,0.25,0.4659090909090909,0.6818181818181819,0.0,25.0,3.6432,0.8540152582690033,0.2,0.48,0.76,0,0.19132033705578758,4,0.9999999970984899,3.464371805665073e-78,3.517326195644207e-11,0.0,2.8663378673277166e-09,0.9999999970984899,0.0,0.0,2,1,False,2.1839443879681983,-1.2042508990961347,0.0,0.4659090909090909,0.6173536970283541,1.318899,7.6,1.547562508716013,11.370555123678502,25.0,3.6432
25-1065,"Political science teachers, postsecondary",21.8,22.2,2.0,1.6,94680.0,Doctoral or professional degree,18.2,19.7,8.4,1.7,both_vintages,-6.4,1.368397,0.1707317073170731,0.475609756097561,0.7804878048780488,0.1951219512195122,0.4146341463414634,0.6341463414634146,0.0,22.0,3.8245454545454542,0.8580208620059235,0.1818181818181818,0.4772727272727273,0.7727272727272727,0,0.1969318438329536,4,0.9999999104605952,1.4124379613312325e-78,1.6898569568522809e-12,0.0,8.953771465283035e-08,0.9999999104605952,0.0,0.0,2,1,False,2.0834611504400744,-0.8100042076273878,0.0,0.4146341463414634,0.6195118685341672,1.368397,8.4,2.9806186357439426,11.45825806362792,22.0,3.8245454545454542
25-1066,"Psychology teachers, postsecondary",52.5,54.4,3.6,4.0,80330.0,Doctoral or professional degree,46.4,50.8,9.6,4.5,both_vintages,-6.0,1.33366,0.16,0.48,0.8,0.16,0.39,0.62,0.3219,29.0,3.655862068965517,0.7724652744968337,0.1724137931034483,0.4655172413793103,0.7586206896551724,0,0.291313661128549,4,0.9999846877601553,1.0717948399375445e-95,1.8787257079797214e-08,0.0,1.529345258806442e-05,0.9999846877601553,0.0,0.0,2,-1,True,3.1544868078463657,0.037487041138261054,0.3219,0.39,0.5723713879751589,1.33366,9.6,3.927896354584436,11.293898429167859,29.0,3.655862068965517
25-1067,"Sociology teachers, postsecondary",15.4,15.7,2.1,1.1,82540.0,Doctoral or professional degree,16.0,17.2,7.6,1.5,both_vintages,-5.5,1.349229,0.1363636363636363,0.4318181818181818,0.7272727272727273,0.2045454545454545,0.3977272727272727,0.5909090909090909,0.0,24.0,3.6804166666666664,0.8632589592003576,0.125,0.4166666666666667,0.7083333333333334,0,0.19300449158781957,4,0.9999999773246133,3.9861997428137204e-80,6.946525407053153e-12,0.0,2.2668439570671884e-08,0.9999999773246133,0.0,0.0,2,1,False,2.0770288365435694,-0.6363889369328612,0.0,0.3977272727272727,0.6223270831407653,1.349229,7.6,2.8449093838194073,11.321038303306572,24.0,3.6804166666666664
25-1071,"Health specialties teachers, postsecondary",289.6,339.7,17.3,27.4,105620.0,Doctoral or professional degree,246.7,306.1,24.1,28.9,both_vintages,-6.800000000000001,0.924754,0.125,0.475,0.8250000000000001,0.175,0.3875,0.6000000000000001,0.3045,22.0,3.878636363636363,0.785509163588856,0.1363636363636363,0.4772727272727273,0.8181818181818182,0,0.2366393808162049,4,0.9924427316505879,7.059401354030322e-90,4.603963080239901e-14,0.0,0.007557268349365498,0.9924427316505879,0.0,0.0,2,-1,True,3.169154733521087,0.9112097555594095,0.3045,0.3875,0.5797036202648227,0.924754,24.1,5.723911845951367,11.567603026260924,22.0,3.878636363636363
25-1072,"Nursing instructors and teachers, postsecondary",91.6,106.9,16.8,8.6,79940.0,Doctoral or professional degree,87.0,105.7,21.5,9.9,both_vintages,-4.699999999999999,0.5170682,0.1568627450980392,0.4019607843137255,0.6470588235294118,0.1372549019607843,0.3725490196078431,0.6078431372549019,0.1909,29.0,4.056206896551724,0.67766598605639,0.1724137931034483,0.4137931034482758,0.6551724137931034,0,0.15711447773996032,4,0.9999545377419812,2.5030237887433514e-58,2.132485767459854e-09,0.0,4.5460125532596425e-05,0.9999545377419812,0.0,0.0,2,-1,True,2.075191006474277,0.7562455858146965,0.1909,0.3725490196078431,0.5174035334374099,0.5170682,21.5,4.660604892876192,11.289031632265315,29.0,4.056206896551724
25-1081,"Education teachers, postsecondary",74.9,76.5,2.1,5.6,72090.0,Doctoral or professional degree,76.7,83.2,8.5,7.3,both_vintages,-6.4,1.192988,0.1666666666666666,0.4880952380952381,0.8095238095238095,0.1904761904761904,0.4404761904761904,0.6904761904761905,0.2621,24.0,3.62375,0.8743514003179826,0.1666666666666666,0.4791666666666667,0.7916666666666666,0,0.2848623425171922,4,0.9997359382189325,6.153628403771721e-99,1.3979868081948658e-11,0.0,0.00026406176708796233,0.9997359382189325,0.0,0.0,2,-1,True,3.042705553615399,0.18375787067469151,0.2621,0.4404761904761904,0.6282626797478991,1.192988,8.5,4.421247347827163,11.185670617398625,24.0,3.62375
25-1082,"Library science teachers, postsecondary",5.1,5.3,3.0,0.4,78630.0,Doctoral or professional degree,5.5,5.9,7.6,0.5,both_vintages,-4.6,1.386292,0.2127659574468085,0.5106382978723404,0.8085106382978723,0.2340425531914893,0.425531914893617,0.6170212765957447,0.018,25.0,3.9528,0.7665082227855167,0.2,0.5,0.8,0,0.1592540723259957,4,0.9999999994004742,3.622433977837179e-66,5.865160262439532e-10,0.0,1.3010097430684942e-11,0.9999999994004742,0.0,0.0,2,1,False,1.7593078006584058,-1.2354472443068327,0.018,0.425531914893617,0.5690048426522617,1.386292,7.6,1.7749523509116738,11.272508584985562,25.0,3.9528
25-1111,"Criminal justice and law enforcement teachers, postsecondary",16.2,16.5,2.0,1.2,71470.0,Doctoral or professional degree,16.5,18.2,9.8,1.6,both_vintages,-7.800000000000001,1.389999,0.225,0.5,0.775,0.2,0.4375,0.675,0.0,23.0,3.795217391304348,0.8502150701083355,0.217391304347826,0.5,0.782608695652174,0,0.18770652259126075,4,0.9999999677266184,1.7271617038382895e-75,4.289778799660608e-12,0.0,3.226909269280037e-08,0.9999999677266184,0.0,0.0,2,1,False,1.9982100295072514,-0.5757962718323026,0.0,0.4375,0.6153018864458616,1.389999,9.8,2.9014215940827497,11.177033060214024,23.0,3.795217391304348
25-1112,"Law teachers, postsecondary",29.5,30.2,2.2,2.2,126650.0,Doctoral or professional degree,19.1,20.8,8.9,1.8,both_vintages,-6.7,1.35645,0.125,0.45,0.775,0.425,0.5875,0.75,0.0,23.0,3.7673913043478264,0.7360040097120478,0.1304347826086956,0.4565217391304347,0.782608695652174,0,0.25336953058126,4,0.9999383709908735,1.478459909316825e-56,3.5614331697415053e-09,0.0,6.162544769274387e-05,0.9999383709908735,0.0,0.0,2,1,False,2.6469131195774738,-1.075022250865571,0.0,0.5875,0.551585925977454,1.35645,8.9,3.0349529867072724,11.749182655429822,23.0,3.7673913043478264
25-1113,"Social work teachers, postsecondary",17.1,17.5,2.3,1.3,76210.0,Doctoral or professional degree,16.1,17.5,8.9,1.5,both_vintages,-6.6000000000000005,1.347327,0.1590909090909091,0.4204545454545454,0.6818181818181819,0.2954545454545454,0.5113636363636364,0.7272727272727273,0.0,24.0,3.92,0.8407659536007289,0.1666666666666666,0.4375,0.7083333333333334,0,0.1990467162973068,4,0.9999996292619387,5.207375217843404e-71,9.075593820606273e-12,0.0,3.707289862649036e-07,0.9999996292619387,0.0,0.0,2,1,False,2.0725927710551644,-0.7728830702928099,0.0,0.5113636363636364,0.6101817641316057,1.347327,8.9,2.8622008809294686,11.241247966660163,24.0,3.92
25-1121,"Art, drama, and music teachers, postsecondary",122.8,124.8,1.7,9.0,80190.0,Master's degree,121.8,132.5,8.8,11.6,both_vintages,-7.1000000000000005,0.7582769,0.125,0.4375,0.75,0.375,0.59375,0.8125,0.2142,28.0,3.878571428571429,0.7738004757424739,0.1428571428571428,0.4464285714285714,0.75,0,0.29564373582373443,4,0.9793949243217971,2.0972210683677352e-70,8.91467320725257e-09,0.0,0.020605066763529464,0.9793949243217971,0.0,0.0,2,1,False,2.8889525761981125,0.23414317470147644,0.2142,0.59375,0.5731244061654298,0.7582769,8.8,4.886582645426277,11.292154097801074,28.0,3.878571428571429
25-1122,"Communications teachers, postsecondary",35.8,36.6,2.1,2.7,77800.0,Doctoral or professional degree,34.4,36.9,7.3,3.2,both_vintages,-5.199999999999999,1.347435,0.125,0.425,0.7250000000000001,0.325,0.5750000000000001,0.8250000000000001,0.2111,22.0,3.899545454545455,0.7488424832278175,0.1363636363636363,0.4545454545454545,0.7727272727272727,0,0.3069997924994597,4,0.99990078653813,1.841078869424523e-70,8.404501147563207e-09,0.0,9.920505736889835e-05,0.99990078653813,0.0,0.0,2,1,False,2.844573195638932,-0.6477502233846719,0.2111,0.5750000000000001,0.5589541309331654,1.347435,7.3,3.6082115510464816,11.261896710166482,22.0,3.899545454545455
25-1123,"English language and literature teachers, postsecondary",72.2,72.2,0.0,5.1,78270.0,Doctoral or professional degree,72.4,76.9,6.3,6.7,both_vintages,-6.3,1.417833,0.25,0.5267857142857143,0.8035714285714285,0.3571428571428571,0.5714285714285714,0.7857142857142857,0.3618,33.0,3.6827272727272726,1.6453787657810506,0.2727272727272727,0.5454545454545454,0.8181818181818182,0,0.27234231964079875,4,0.8432360072143836,4.843835409443254e-239,3.206310625799512e-28,0.0,0.15676399278561665,0.8432360072143836,0.0,0.0,2,-1,True,4.467326286640765,0.14028293542599923,0.3618,0.5714285714285714,0.97281425573139,1.417833,6.3,4.3425058765115985,11.267919666798884,33.0,3.6827272727272726
25-1124,"Foreign language and literature teachers, postsecondary",26.4,26.4,-0.2,1.9,77010.0,Doctoral or professional degree,25.0,27.0,7.8,2.4,both_vintages,-8.0,1.33412,0.2666666666666666,0.5333333333333333,0.8,0.2888888888888889,0.5666666666666667,0.8444444444444444,0.2403,24.0,3.875,0.9286838202367204,0.2916666666666667,0.5416666666666666,0.7916666666666666,0,0.2968600818484749,4,0.9999445932062844,3.67309416197491e-101,3.481104565252733e-12,0.0,5.540679023432081e-05,0.9999445932062844,0.0,0.0,2,1,False,3.1039835866925887,-0.6430175112818788,0.2403,0.5666666666666667,0.6568378118508037,1.33412,7.8,3.295836866004329,11.251690562533296,24.0,3.875
25-1125,"History teachers, postsecondary",24.6,24.6,-0.2,1.7,81500.0,Doctoral or professional degree,23.7,25.4,7.4,2.2,both_vintages,-7.6,1.43749,0.2222222222222222,0.5111111111111112,0.8,0.3555555555555555,0.5888888888888889,0.8222222222222223,0.0994,25.0,3.7836,0.8511394402014708,0.2,0.48,0.76,0,0.2855792102271447,4,0.999866931372043,1.8434535109804695e-75,1.2599346649411295e-10,0.0,0.00013306850196333943,0.999866931372043,0.0,0.0,2,1,False,2.8165882568378646,-0.7002555492757945,0.0994,0.5888888888888889,0.6158013631157012,1.43749,7.4,3.2347491740244907,11.308358299228955,25.0,3.7836
25-1126,"Philosophy and religion teachers, postsecondary",27.3,27.5,0.7,2.0,78050.0,Doctoral or professional degree,28.2,30.6,8.6,2.7,both_vintages,-7.9,1.363522,0.25,0.5113636363636364,0.7727272727272727,0.3636363636363636,0.5909090909090909,0.8181818181818182,0.2197,22.0,3.926363636363636,0.8011207473840319,0.2727272727272727,0.5227272727272727,0.7727272727272727,0,0.30268835898165586,4,0.999931794826036,1.301163051533737e-78,7.171533610177573e-10,0.0,6.82044568106072e-05,0.999931794826036,0.0,0.0,2,1,False,2.9492610082295045,-0.7050440658675867,0.2197,0.5909090909090909,0.5884091085794275,1.363522,8.6,3.4210000089583352,11.265104925943579,22.0,3.926363636363636
25-1192,"Family and consumer sciences teachers, postsecondary",3.2,3.3,3.4,0.2,77280.0,Doctoral or professional degree,3.4,3.6,6.6,0.3,both_vintages,-3.1999999999999997,1.211652,0.2,0.5375,0.875,0.4,0.65,0.9,0.0,23.0,4.086956521739131,0.6842392844964641,0.217391304347826,0.5434782608695652,0.8695652173913043,0,0.16242383848847802,4,0.9999999834315664,9.755619490730817e-48,1.4284621651984634e-08,0.0,2.2838115939970704e-09,0.9999999834315664,0.0,0.0,2,1,False,1.856374039365154,-1.7486693746190431,0.0,0.65,0.5213139986572826,1.211652,6.6,1.2809338454620642,11.255190468886399,23.0,4.086956521739131
25-1193,"Recreation and fitness studies teachers, postsecondary",15.4,15.7,2.4,1.1,75890.0,Doctoral or professional degree,17.1,18.4,7.1,1.6,both_vintages,-4.699999999999999,1.16489,0.2790697674418604,0.5581395348837209,0.8372093023255813,0.3720930232558139,0.6162790697674418,0.8604651162790697,0.1138,23.0,3.857391304347826,0.9836324868842148,0.2608695652173913,0.5434782608695652,0.8260869565217391,0,0.26030731449242706,4,0.9999355681794565,1.4744431427693604e-93,7.478027865962368e-14,0.0,6.443182046885626e-05,0.9999355681794565,0.0,0.0,2,1,False,2.7475581106945826,-0.8138116370394779,0.1138,0.6162790697674418,0.6849297532383,1.16489,7.1,2.91235066461494,11.237040202397958,23.0,3.857391304347826
25-1194,"Career/technical education teachers, postsecondary",122.2,123.0,0.7,8.8,61490.0,Bachelor's degree,118.8,120.9,1.8,10.2,both_vintages,-1.1,0.1622185,0.1282051282051282,0.4871794871794871,0.8461538461538461,0.2051282051282051,0.4487179487179487,0.6923076923076923,0.1563,20.0,4.0515,0.3339030191981394,0.15,0.5,0.85,0,0.05730836103083903,4,0.9527603218719212,1.7229158900343787e-15,0.047239540481433105,0.0,1.3764664428782277e-07,0.9527603218719212,0.0,0.0,2,0,False,1.0233663699390998,0.020017002711706804,0.1563,0.4487179487179487,0.28810924559894374,0.1622185,1.8,4.794963757620747,11.026629838947516,20.0,4.0515
25-2011,"Preschool teachers, except special education",555.1,578.1,4.1,65.5,37120.0,Associate's degree,483.1,556.0,15.1,63.1,both_vintages,-11.0,0.0306372,0.0606060606060606,0.2272727272727273,0.3939393939393939,0.1515151515151515,0.3106060606060606,0.4696969696969697,0.0,34.0,4.195,0.191344609279032,0.0606060606060606,0.2272727272727272,0.3939393939393939,1,0.21291924940392612,0,0.8981874978790299,0.8981874978790299,0.00028616686673188177,9.01524409441557e-108,3.664970215708366e-14,0.10152633525420193,3.8841036389055194e-174,0.0,1,0,False,-0.05221679455319949,1.8732212861435351,0.0,0.3106060606060606,0.17508259300393553,0.0306372,15.1,6.320768294250582,10.521911186900137,34.0,4.195
25-2012,"Kindergarten teachers, except special education",117.2,115.2,-1.6,12.8,61430.0,Bachelor's degree,124.8,130.1,4.3,14.2,both_vintages,-5.9,0.3644047,0.0547945205479452,0.2328767123287671,0.410958904109589,0.136986301369863,0.2945205479452054,0.4520547945205479,0.0,37.0,4.173513513513513,0.0866853731784769,0.0555555555555555,0.2361111111111111,0.4166666666666667,1,0.21266341567599745,0,0.9977025977672003,0.9977025977672003,0.0021605698683501255,1.2251497191326546e-19,2.906230950927982e-11,0.00013683233538718773,6.177729078513705e-35,0.0,1,0,False,0.03232792313183575,0.5092577279264463,0.0,0.2945205479452054,0.08313212114375783,0.3644047,4.3,4.86830338551846,11.025653594157973,37.0,4.173513513513513
25-2021,"Elementary school teachers, except special education",1422.7,1394.8,-2.0,91.0,62340.0,Bachelor's degree,1362.3,1417.1,4.0,106.1,both_vintages,-6.0,0.8869491,0.054054054054054,0.3108108108108108,0.5675675675675675,0.1351351351351351,0.3108108108108108,0.4864864864864865,0.103,38.0,4.135526315789474,0.3063773319803288,0.054054054054054,0.3108108108108108,0.5675675675675675,0,0.04644188633323616,1,0.8913776048343474,7.829827395343338e-12,0.8913776048343474,0.0,1.3461158836814167e-05,0.10860893399898576,0.0,0.0,2,-1,True,1.2333192681807614,1.4102395741303748,0.103,0.3108108108108108,0.2672579110082153,0.8869491,4.0,7.2563678088308246,11.040358553321328,38.0,4.135526315789474
25-2022,"Middle school teachers, except special and career/technical education",633.7,621.3,-2.0,40.5,62970.0,Bachelor's degree,606.5,631.5,4.1,47.3,both_vintages,-6.1,1.286445,0.072463768115942,0.3478260869565217,0.6231884057971014,0.2028985507246377,0.3405797101449275,0.4782608695652174,0.2972,35.0,3.8017142857142856,0.3280486752749479,0.088235294117647,0.3676470588235294,0.6470588235294118,0,0.23584349452273495,1,0.9359921074438877,4.360347900800902e-32,0.9359921074438877,0.0,6.91700182887006e-05,0.06393872253782291,0.0,0.0,2,-1,True,2.3367227695600583,1.0715907820511077,0.2972,0.3405797101449275,0.2837107034510197,1.286445,4.1,6.448097941790546,11.050413701482789,35.0,3.8017142857142856
25-2023,"Career/technical education teachers, middle school",14.0,13.8,-2.0,0.9,63620.0,Bachelor's degree,11.9,12.3,3.4,0.9,both_vintages,-5.4,0.5199191,0.1935483870967742,0.3225806451612903,0.4516129032258064,0.1612903225806451,0.3387096774193548,0.5161290322580645,0.0,31.0,4.067096774193549,0.3035015139127963,0.2,0.3333333333333333,0.4666666666666667,0,-0.10738717768939943,1,0.7046174225857479,3.2877036234294645e-09,0.7046174225857479,5.095741198105872e-275,1.2395634621261335e-12,0.29538257412530966,0.0,0.0,1,0,False,0.36722716757762863,-0.6282807624360324,0.0,0.3387096774193548,0.265054115812146,0.5199191,3.4,2.509599262378372,11.060683165303136,31.0,4.067096774193549
25-2031,"Secondary school teachers, except special and career/technical education",1094.5,1076.7,-1.6,66.2,64580.0,Bachelor's degree,1058.3,1107.0,4.6,77.9,both_vintages,-6.199999999999999,1.191325,0.0317460317460317,0.3333333333333333,0.6349206349206349,0.1587301587301587,0.3412698412698413,0.5238095238095237,0.2901,32.0,3.68375,0.329281168732462,0.032258064516129,0.3387096774193548,0.6451612903225806,0,0.2296120911943717,1,0.7759665068480399,5.35552744350375e-31,0.7759665068480399,0.0,0.0004622523437400871,0.2235712408082204,0.0,0.0,2,-1,True,2.4165856486065285,1.3257448067693756,0.2901,0.3412698412698413,0.28463832148735113,1.191325,4.6,7.009408932708637,11.075660044312267,32.0,3.68375
25-2032,"Career/technical education teachers, secondary school",103.4,101.5,-1.8,6.2,63910.0,Bachelor's degree,84.4,87.2,3.3,6.1,both_vintages,-5.1,0.3734505,0.1515151515151515,0.3333333333333333,0.5151515151515151,0.1212121212121212,0.3333333333333333,0.5454545454545454,0.0,33.0,3.9145454545454546,0.1637162142730951,0.15625,0.34375,0.53125,0,-0.10470505298815413,1,0.866439495043124,0.1163708307829982,0.866439495043124,1.6630999339759822e-81,2.0998947076325353e-08,0.017189653174930063,3.5273823550565854e-139,0.0,2,0,False,0.4177377901396847,0.32596373246206595,0.0,0.3333333333333333,0.15161851741378493,0.3734505,3.3,4.468204330914934,11.065231122644327,33.0,3.9145454545454546
25-2051,"Special education teachers, preschool",29.3,29.7,1.4,2.1,62190.0,Bachelor's degree,22.0,23.9,8.3,1.9,both_vintages,-6.9,0.3750564,0.1142857142857142,0.1999999999999999,0.2857142857142857,0.1714285714285714,0.3071428571428571,0.4428571428571428,0.0058,36.0,4.2444444444444445,0.0681979713157686,0.1142857142857142,0.1857142857142857,0.2571428571428571,1,0.23316282713346184,0,0.9999621420364675,0.9999621420364675,1.473558749034341e-05,0.0,3.1547721632537895e-15,2.3122376038565744e-05,1.2142550422798913e-21,0.0,1,0,False,-0.10612111618432277,-0.1377908607368872,0.0058,0.3071428571428571,0.06597308976030708,0.3750564,8.3,3.173878458937465,11.037949494097935,36.0,4.2444444444444445
25-2057,"Special education teachers, middle school",94.8,93.0,-1.9,6.3,64880.0,Bachelor's degree,79.4,82.2,3.5,6.2,both_vintages,-5.4,,0.0779220779220779,0.3051948051948052,0.5324675324675325,0.1298701298701298,0.3051948051948052,0.4805194805194805,0.134,40.0,3.99375,0.1874417133302378,0.0769230769230769,0.2948717948717949,0.5128205128205128,0,-0.10136225618709127,1,0.999972728071919,1.273196813426135e-05,0.999972728071919,0.0,1.6219423875155665e-10,1.453979775205155e-05,5.926459416109158e-216,0.0,2,0,False,0.588204451052248,0.6007014980181663,0.134,0.3051948051948052,0.17180117221064556,-0.1260282,3.5,4.409155302062135,11.080294688789294,40.0,3.99375
25-2058,"Special education teachers, secondary school",164.2,161.5,-1.6,11.1,69590.0,Bachelor's degree,147.2,153.4,4.2,11.6,both_vintages,-5.800000000000001,,0.1025641025641025,0.3012820512820512,0.5,0.1538461538461538,0.2948717948717949,0.4358974358974359,0.0989,40.0,3.9205,0.1746032398144681,0.1025641025641025,0.2948717948717949,0.4871794871794871,0,-0.09407190764899821,1,0.9985539237539691,0.0014173503524740796,0.9985539237539691,0.0,1.720736939601156e-08,2.8708686188153407e-05,3.360848308274278e-179,0.0,2,0,False,0.6135854493576209,0.8836218871382261,0.0989,0.2948717948717949,0.16093042233035837,-0.1260282,4.2,5.0330488889331555,11.150376157838895,40.0,3.9205
25-2059,"Special education teachers, all other",41.0,41.5,1.1,2.9,67430.0,Bachelor's degree,39.5,42.2,6.8,3.2,both_vintages,-5.699999999999999,-0.6632917,0.3,0.475,0.65,0.2,0.25,0.3,0.0257,20.0,4.2245,0.0178711551339513,0.3,0.475,0.65,1,0.41855879484076947,5,0.9512043918719529,0.038893235032307204,0.00989995943565327,0.0,4.870988127747934e-18,2.413660086576447e-06,0.9512043918719529,0.0,1,0,False,-0.8552168240497983,-0.08423134741338059,0.0257,0.25,0.017713343452035003,-0.6632917,6.8,3.742420221041966,11.118845301728628,20.0,4.2245
